Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,Actual Result
M11 - Empty separators surrounding valid tokens,HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m11/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M11P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/m11/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864M11CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Robustness expectation: empty comma-separated tokens have no meaning; valid tokens must still apply. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M12 - Repeated identical directives,HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m12/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M12P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/m12/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864M12CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M13 - Unknown token beside valid noindex,HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m13/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M13P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/m13/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864M13CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Unknown token must not cause valid noindex to be discarded or the crawl to fail. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M14 - Empty robots content,HTML meta,Functional,Medium,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m14/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M14P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/m14/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864M14CHILD. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M15 - Missing content attribute,HTML meta,Functional,Medium,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m15/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M15P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/m15/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864M15CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Malformed-input robustness: no crash, and no unsupported restriction should be invented. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M16 - Directive substrings are not tokens,HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m16/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M16P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/m16/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864M16CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Exact token matching only. These strings are not noindex or nofollow. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M17 - Robots tag inside an HTML comment,HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m17/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M17P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/m17/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864M17CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. A commented-out tag is not an active head element. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
"M18 - Robots meta in body, not head",HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m18/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M18P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/m18/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864M18CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Ticket-specific head-only expectation. This is not a claim about Google, which may honor body tags. Verify against raw response HTML, not a repaired browser DOM. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M19 - http-equiv is not a real HTTP header,HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m19/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M19P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/m19/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864M19CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. No response X-Robots-Tag exists. This is neither a name=robots tag nor the HTTP-header feature in the ticket. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M20 - Separate generic meta tags,HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Confirm. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m20/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M20P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Decision / lifecycle check. Targets: /cases/m20/child/: fetched/queue-eligible=Decision / lifecycle check, indexed=Decision / lifecycle check, marker=QA5864M20CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Ticket does not specify aggregation across multiple tags. Proposed decision: combine restrictions to noindex + nofollow. Do not report a defect until agreed. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M21 - Conflicting directives in one meta tag,HTML meta,Functional,High,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Confirm. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m21/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M21P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Decision / lifecycle check. Targets: /cases/m21/child/: fetched/queue-eligible=Decision / lifecycle check, indexed=Decision / lifecycle check, marker=QA5864M21CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Conflict precedence is not defined in the ticket. Proposed decision: restrictive wins; confirm before pass/fail. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
M22 - The none shorthand is outside explicit scope,HTML meta,Functional,Medium,"Use this scenario URL as the sole Start URL, never the dashboard or a suite. Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Confirm. Requirements: none. ","1. Copy start URL: {BASE_URL}/cases/m22/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864M22P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Decision / lifecycle check. Targets: /cases/m22/child/: fetched/queue-eligible=Decision / lifecycle check, indexed=Decision / lifecycle check, marker=QA5864M22CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Ask whether none (a common alias for noindex,nofollow) is supported. The ticket only requires noindex and nofollow. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
